panel_id,agent,agent_model,agent_modality,agent_label,agent_confidence,is_single_panel,is_topology_target,has_visible_watermark,geometry_usable,agent_reason,agent_visible_cues,elapsed_sec,error,raw_response
_P1_staging/QA-D201-16(#1主变110kV侧开关机构箱端子排图(3AP1-FG))#panel_000,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P1_staging/QA-D201-16(#1主变110kV侧开关机构箱端子排图(3AP1-FG))#panel_000,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P1_staging/QA-D201-16(#1主变110kV侧开关机构箱端子排图(3AP1-FG))#panel_000,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
_P1_staging/QA-D301-10(110kV南雄线开关机构箱端子排图(3AP1-FG))#panel_000,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P1_staging/QA-D301-10(110kV南雄线开关机构箱端子排图(3AP1-FG))#panel_000,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P1_staging/QA-D301-10(110kV南雄线开关机构箱端子排图(3AP1-FG))#panel_000,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
_P1_staging/QA-D302-10(110kV澜河线开关机构箱端子排图(3AP1-FG))#panel_000,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P1_staging/QA-D302-10(110kV澜河线开关机构箱端子排图(3AP1-FG))#panel_000,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P1_staging/QA-D302-10(110kV澜河线开关机构箱端子排图(3AP1-FG))#panel_000,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-1904)wm666.taobao.com#panel_000,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-1904)wm666.taobao.com#panel_000,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-1904)wm666.taobao.com#panel_000,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
_P3_staging_batch1/07(通信回路背面接线图 )#panel_000,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P3_staging_batch1/07(通信回路背面接线图 )#panel_000,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P3_staging_batch1/07(通信回路背面接线图 )#panel_000,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
_P3_staging_batch1/07(通信回路背面接线图)#panel_000,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P3_staging_batch1/07(通信回路背面接线图)#panel_000,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P3_staging_batch1/07(通信回路背面接线图)#panel_000,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
_P3_staging_batch1/09(通信回路背面接线图)#panel_000,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P3_staging_batch1/09(通信回路背面接线图)#panel_000,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P3_staging_batch1/09(通信回路背面接线图)#panel_000,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
_P3_staging_batch1/QA-D401-06(10kV开关柜柜顶小母线布置图)#panel_000,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P3_staging_batch1/QA-D401-06(10kV开关柜柜顶小母线布置图)#panel_000,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P3_staging_batch1/QA-D401-06(10kV开关柜柜顶小母线布置图)#panel_000,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
_P3_staging_batch1/QA-D601-03(10kV#1(#2)站变柜端子排图)#panel_000,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P3_staging_batch1/QA-D601-03(10kV#1(#2)站变柜端子排图)#panel_000,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P3_staging_batch1/QA-D601-03(10kV#1(#2)站变柜端子排图)#panel_000,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
_P3_staging_batch3/#2备用分支在微机保护柜上的端子排(B066-500-0911)wm666.taobao.com#panel_000,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P3_staging_batch3/#2备用分支在微机保护柜上的端子排(B066-500-0911)wm666.taobao.com#panel_000,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P3_staging_batch3/#2备用分支在微机保护柜上的端子排(B066-500-0911)wm666.taobao.com#panel_000,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
_P3_staging_batch3/1FWK柜左侧端子排电缆接线图(B066-500-2409)wm666.taobao.com#panel_000,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P3_staging_batch3/1FWK柜左侧端子排电缆接线图(B066-500-2409)wm666.taobao.com#panel_000,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P3_staging_batch3/1FWK柜左侧端子排电缆接线图(B066-500-2409)wm666.taobao.com#panel_000,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
_P3_staging_batch3/2FWK柜左侧端子排电缆接线图(B066-500-2411)wm666.taobao.com#panel_000,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P3_staging_batch3/2FWK柜左侧端子排电缆接线图(B066-500-2411)wm666.taobao.com#panel_000,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P3_staging_batch3/2FWK柜左侧端子排电缆接线图(B066-500-2411)wm666.taobao.com#panel_000,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_002,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_002,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_002,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
_P3_staging_batch4/发电机保护屏端子图#panel_003,doubao,doubao-seed-2-0-pro-260215,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by doubao,dry_run,0.0,,
_P3_staging_batch4/发电机保护屏端子图#panel_003,deepseek,deepseek-v4-pro,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by deepseek,dry_run,0.0,,
_P3_staging_batch4/发电机保护屏端子图#panel_003,zhipu,glm-5.2,dry_run,accept_clean_topology,0.92,True,True,False,True,dry-run heuristic by zhipu,dry_run,0.0,,
